client_id,client_nino,adviser_id,fee_date,fee_amount
pnCCSbXm3PB/c0hY9WagQxXIiGvRKxw+kvbifnFppak=,KM092823B,3,2025-05-01,23.16
mXIf2yuIuvoa9sEe0HWXMoQDj216a8+RhYEfwCptqcE=,HW076640A,3,2025-05-01,246.25
x+2/XJ1w7CIO3ACUg/jwe7E6/CRK9MEvMWteGQIygI8=,AL560201C,3,2025-05-01,4.03
K6K4a6eLyn9vZn0AHYA9+JSJVpBxarYmzYGDG5jHjEQ=,KY528594C,3,2025-05-01,32.69
pnCCSbXm3PB/c0hY9WagQxXIiGvRKxw+kvbifnFppak=,KM092823B,3,2025-05-01,13.96
mXIf2yuIuvoa9sEe0HWXMoQDj216a8+RhYEfwCptqcE=,HW076640A,3,2025-05-01,130.78
x+2/XJ1w7CIO3ACUg/jwe7E6/CRK9MEvMWteGQIygI8=,AL560201C,3,2025-05-01,6.74
KOxJ9GKxT/nRtnTn6el2g2GabAsF9W/X1OYzJctyxOw=,BS539341D,5,2025-05-01,0.35
wHADn7ih4TMWdjIVE8E6icABSLuBkJfb/tXGjjJXhBk=,HL609412C,3,2025-05-01,10.1
IDMHG+KLrUcLh2720JeRFJ/WEsG4SkuPWXAp3pu8XVI=,LK146507C,4,2025-05-01,0.25
sknzUXjJu9ulZ1QhlAarOtz1xMzbgvnlWSgDbXINMDk=,HX646891B,5,2025-05-01,22.88
HiqodNM+p/kYcsT7lV3fLcNpFSywQ6c8/yQaHTeQZLw=,JN488142A,1,2025-05-01,8.65
7HTfyBGVek5GQKV7c2H6G4hMlEvpbmaWaKQEIYCfnzo=,JZ312131C,3,2025-05-01,4.42
7HTfyBGVek5GQKV7c2H6G4hMlEvpbmaWaKQEIYCfnzo=,JZ312131C,3,2025-05-01,1.55
7p9IPJueLjtM/BDrE0Hu7ftdbrMgADXZAshCtp1GsMU=,GP745299A,1,2025-05-01,2.89
PIV5XdZLqBXzxJw+FYfdKdHfIKVWihbaBeCrrQ95slY=,KZ840995A,1,2025-05-01,3.21
g6S3qqOQxA4DI8pALo9cDB7VK8QddHwrMpepWnqDyEI=,BG938390D,1,2025-05-01,0.5
RBIWWcgaWFZncjoFbRpRO4BmutvKtlk6QhvfBqKrXn8=,GL218857A,4,2025-05-01,7.0
az1klQIW8jwpN2ThpSmdFl3RrmrDtuNTfU7117duxPc=,EL089336B,4,2025-05-01,0.96
oYllprLhbFF9qnHJ5GoY66aiNQx5LEo769nANZ4Cfik=,CC877490A,4,2025-05-01,1.78
oYllprLhbFF9qnHJ5GoY66aiNQx5LEo769nANZ4Cfik=,CC877490A,4,2025-05-01,0.44
7eGIBVHKynfOyomgTEQSswOCIlSN0Z2hMyiZvvfKqqQ=,JA230154A,1,2025-05-01,43.01
rKz8028wb9J08u+tpgA9b6Bjk9RhlnWPzTPgqkK4KEM=,BY152844B,1,2025-05-01,8.88
QZeSw1H9D0smv58Ii67cJNYsM74lXv/KSz+lscXgTXk=,MN550733C,1,2025-05-01,29.77
8dDBH9oMQSdSyzn5GPu/c3QW3/yOUMoXLl2AIuUX8H4=,KE524178B,1,2025-05-01,9.76
d5a6oww/fovUTaNhcE90vDeZrBBZjrb6+YLGQ7vc4Aw=,GJ849041C,1,2025-05-01,2.63
KVbMhcrBRhdwTa5KmGVFwOhy7NPaP3UW2pr96zefaSg=,GS246657A,1,2025-05-01,2.04
t74V+ZlzMWwOuCgUrMKt83FI2VnRoK6iR+zrqTtU7RM=,GZ770506D,1,2025-05-01,0.05
iavYLbOz1EqV64nZdagnKZsxmgQPB7DFixjsmoUVQzA=,MH756245D,1,2025-05-01,0.06
hgIFhCCxBaKZ7z4hJkto5XDBu8t20ZkHGQ7TW0AXNDE=,BA383160A,1,2025-05-01,6.53
kPhtp51djwBvBwEJOeweWXMVY4lZXjMiSBdIHCfa38A=,KG723690C,1,2025-05-01,7.2
YsI+xGwEYuGzt04W5ZhGDsGX12SGH/KtKDCvBnRFKRs=,HB215499B,1,2025-05-01,2.24
ombPAlkusdSTfrgtwhW1h+M85a2t3hMfNYah6uXQ+lQ=,GX369954C,1,2025-05-01,1.68
YsI+xGwEYuGzt04W5ZhGDsGX12SGH/KtKDCvBnRFKRs=,HB215499B,1,2025-05-01,4.4
wiztJrhVkDuhzmW51CPQY6taqyxA63puDIsZfqL25Z0=,LS832141A,1,2025-05-01,1.13
d5a6oww/fovUTaNhcE90vDeZrBBZjrb6+YLGQ7vc4Aw=,GJ849041C,1,2025-05-01,6.79
sqYwE3m7u0EZxcMn2VKtgSAxfNWuE6irrJ+7072wunM=,NA867657A,3,2025-05-01,0.86
OUo7cZlm3CcCgPoxhlzyF/ndTRVuhnchT3nasNXjc+o=,KK761073C,3,2025-05-01,1.73
XXufWT0FlGumv1BJeuAJlrywSuDFl7dJVEpbt1El93c=,CL496776D,5,2025-05-01,7.82
OWjYESmnydVQKk7Yby2vc1d44ROB5ORaFa80zhWqDpE=,LB303250C,4,2025-05-01,0.82
qzg/5dFqlB1qkv8W3szX6ZkzQd/zkMMlQJkm8pNikcA=,LN464016A,4,2025-05-01,5.2
635mX8/zBKMP8DFKIG+yBN7XaLQkk/Uef4wHvz+Atfc=,EH592125A,4,2025-05-01,3.2
uSj7Ta2gfiCd5iZCYMzUGu28UqLi9bduKlzBAvYn9jo=,AE728385C,4,2025-05-01,0.87
Kd41bXAZzCw15NyVjNdidLXvAyKa0Me1JSk5CrqNcBI=,CG442012B,2,2025-05-01,83.84
z6u5jcWpuMRe017ysp7HVAoB12CKeXcG6efwOB0oxyg=,JL910034A,2,2025-05-01,3.33
o4ono0tuQnjSTK86AD6iAAbnIO4917imohL5Y9Z73z0=,GK628411B,2,2025-05-01,49.65
z6u5jcWpuMRe017ysp7HVAoB12CKeXcG6efwOB0oxyg=,JL910034A,2,2025-05-01,0.12
ji8owSQm6PMB4yM8J2zZ1O7WZ5CN2/+B15BudhW7xNw=,JA444179C,2,2025-05-01,0.21
ECqLt/mlYMtqsi8ewlECqWGsvZmfgOdUdYfkig2GEU4=,LT417222D,2,2025-05-01,20.1
An2+p0Eo1u+tc045tfZLeSKKVtSTqgoUslhm1k9WEx8=,HH543918B,3,2025-05-01,0.92
5JYMAewwCApQMJi+0B95TuEXGSl7KLqe0o8Zc0H3I9c=,JH666184C,3,2025-05-01,0.03
9d1+KKxGNiXG1jCqkDFsqOMTJJbsunAzdxxyRTPBK1s=,JY850588D,3,2025-05-01,0.73
df4RMMTygZ39BwJYExg+UeRqsrxSlGBBVIOpb+yKZs4=,KB411311C,3,2025-05-01,0.55
7APTbqyC6dqKPCuR9fCx0aJNY0qdEwdAM/4CMsoLAN0=,MC280295A,3,2025-05-01,0.13
CC3py9/PW1uSZyET75nAB4J1LafT4ipndTZCWrix288=,LA807366C,2,2025-05-01,2.0
CC3py9/PW1uSZyET75nAB4J1LafT4ipndTZCWrix288=,LA807366C,2,2025-05-01,25.41
WoLK6FX/Jcx0wn0Ty0hW2ei50kmgjujORrj1VDEn/JY=,HG256231C,2,2025-05-01,4.31
7Dv3PQXUYELhqjoWTRU54T9IjTDRfT45p4ABS/qa28Q=,AA981349D,2,2025-05-01,0.22
DEY0hh/DF4hGP17HGNNz2w1kekdu8O8pv/eCi0IUOAY=,BC169539D,2,2025-05-01,2.17
THlZboujEkBM+qUQVFVu3yiObvar0RVvKcPKV64BzIU=,JH449257A,2,2025-05-01,4.61
kqEgc2VXjJZodZMx6VtareO5cjvZLPYgHtkiGfxdbMc=,CC913345C,2,2025-05-01,11.46
6TGXGYxn8BNkhzIlWe/UEzbu368mTVzHVGQhwU5qCOU=,LR995990D,2,2025-05-01,9.19
QyF/BL6jSRN6iDX4kdaJ3oUFK9JW1N8qkfOdwTcKUYM=,KB976674A,2,2025-05-01,4.05
/GS6GqB765ZwMAxArGCUOp4If0uXQ5i3qQLsvSmmUHo=,GB179569C,2,2025-05-01,0.26
CG3BKS3Px16xedHzch6Ir/VJj/vr4KRWz/irtTKZxac=,GP719681D,2,2025-05-01,16.26
CqsBeSUQ2dCqfy7+1lHNGhKlpoj9/oP05uFf6yQBkFs=,BP356676D,2,2025-05-01,24.09
mDlDef+ns95NDuI6Ab2cz40rbwqnmb+QxNPv3PZY40Y=,AJ523004C,2,2025-05-01,0.43
LzNyGYQ8OxcJmwTkwQm27UHgiEBp/lPAjRNy7+ABClc=,AE497563A,2,2025-05-01,23.02
fYtx4ev6TKShPlxlOXyhp/EiOpyK8WVpn7oZt6exfNM=,MH929563B,2,2025-05-01,0.74
HRZkOOC3FDRuGrTNVncNBrm7RPLSpjKtV3rDgCrjRUs=,CJ768349C,2,2025-05-01,8.7
QyF/BL6jSRN6iDX4kdaJ3oUFK9JW1N8qkfOdwTcKUYM=,KB976674A,2,2025-05-01,0.34
2pnq9UGHriUUV7zNz339ghfpqv+Y52Y6fXnS4YRR6/o=,GK788238A,2,2025-05-01,6.65
E+ha9+kJLesZFVLldSi+BKh+TP+fNvsqRSmkFSiWkug=,GL729532B,2,2025-05-01,6.72
ZqakXhVUtMK5MrL9UugKsiR9fdgRdUm6mAShVxn8zOE=,NE123690A,2,2025-05-01,0.1
THlZboujEkBM+qUQVFVu3yiObvar0RVvKcPKV64BzIU=,JH449257A,2,2025-05-01,13.76
xOM6ds5YOi6OWAGlKZnNVHvhB8nnTQ4eySgzLsPQXGU=,AW573474A,2,2025-05-01,4.93
aLvSWlhQRIbva/zGyD3gWpZFLNoyrgpFcdmvOVC+v8g=,HJ147029B,2,2025-05-01,0.05
fYtx4ev6TKShPlxlOXyhp/EiOpyK8WVpn7oZt6exfNM=,MH929563B,2,2025-05-01,6.83
66YPcV9hf8nzZsuVwchs29ZbdtOwPzIH1OU3zhL2szY=,KZ632407B,3,2025-05-01,1.17
Krfhc/SrryBlbvswGH9QyrAMNDBKYETQtsfOQWtGprM=,CA107647A,3,2025-05-01,0.62
sxpmWvPHw24D6wSmfu+6sAHcHgF3qybFAnYI36y6SZc=,JN881341C,5,2025-05-01,0.17
qU80g70AF6g/kXTEZGcmmLgswkw4BltTIQ1yREX9RCg=,ES436453B,3,2025-05-01,13.69
srwPSZBHslUzORS2df2FSMkdvwtvTM5j44WjO4ffMSc=,MY070340A,3,2025-05-01,10.83
qU80g70AF6g/kXTEZGcmmLgswkw4BltTIQ1yREX9RCg=,ES436453B,3,2025-05-01,2.58
itEoNvDe5mFFA0HkcpAC02UZKcL7lrAkN/Ja57pfxBw=,AH323163A,5,2025-05-01,18.01
E056Wi5LMGk3LfMG20lh/P6SRAR7ODy0J6EaiwPQx34=,AZ244074D,5,2025-05-01,0.21
hVT7+2N317ZF03Hqcvq8Dj2e1sXz+ymLoU4dRBiI+bk=,JA689110D,5,2025-05-01,1.72
hVT7+2N317ZF03Hqcvq8Dj2e1sXz+ymLoU4dRBiI+bk=,JA689110D,5,2025-05-01,12.1
itEoNvDe5mFFA0HkcpAC02UZKcL7lrAkN/Ja57pfxBw=,AH323163A,5,2025-05-01,4.45
35nvoCoWIXtovNalvgce0xpYfGpH2NJ4AcuDxM0glVA=,HC279064B,5,2025-05-01,8.38
cTyMWsYqtyxKUYqAhxeIP7sFc/cj88rIQLBVd5+eLoM=,MR387791B,5,2025-05-01,0.08
xTU8DMoO/VYGSgoWGUH4pXCpGDZuQZe7PA+QltjebIs=,ME864189C,4,2025-05-01,4.38
A6imdc0OEIFpNCv9uMDqd/CUfNFpkxm/S7XGaP12kXk=,KP890458C,4,2025-05-01,1.01
KKvBRmHSQN5T1GBXcgN/1EQbP3XaZUeapqu5Xgar60I=,CA196242C,1,2025-05-01,10.91
5R12pzCymWHxwlVb4bf8a/usEpbPQLMWGTDQ20fLnxk=,MM656878B,1,2025-05-01,55.85
TRsDz/3xZFHbgL0GjpwqXvwShLx4+kTPfzic6IawPb0=,MJ126963C,1,2025-05-01,21.29
aRSXkziBA1leEznSNiiDpzzlCkWPwCLYMSWB/2giP+g=,KN914528D,1,2025-05-01,0.1
O/iQv3/ThgzrFCgDkTqxOaBbpP1hONNU+WwutJRD4Qk=,KS225734D,1,2025-05-01,5.92
KKvBRmHSQN5T1GBXcgN/1EQbP3XaZUeapqu5Xgar60I=,CA196242C,1,2025-05-01,75.75
5k8EWJhi267lPdZsqWdu0EOmCSIdgwcMUWUnwOy0ON4=,JJ967389A,1,2025-05-01,2.65
qVYr7aEi75pwfz2jcDlJwh50EC/SaKPOviSqTuotNYc=,CW826611A,1,2025-05-01,7.37
H1MZ+rV6v8tghyDUqSU3rZ+QDfE4/wYe6p7K94zQnDM=,MZ063627B,1,2025-05-01,0.55
9VouoTo071iP4Hc0q7OTWoF9KQKQ93ALZjgGqJWJ/nI=,MG434867D,1,2025-05-01,18.31
TRsDz/3xZFHbgL0GjpwqXvwShLx4+kTPfzic6IawPb0=,MJ126963C,1,2025-05-01,3.44
wGk211Q2aVF4oFZrWFaMbqwsIZ/wXoDnf263zP2T9bI=,BC867856C,1,2025-05-01,18.69
UrR+4bEVNyzIWyUF0pj2qnRHQqqOjD3sEy5qrdlXR2Y=,KP190876A,1,2025-05-01,7.25
lXS9jn+gSbHS5XnkDJMWeN7bNe/h9i9d1LUzP2tQoxI=,JB271438D,1,2025-05-01,2.73
F7eqrp7V6pl+sThFddWsmZa6j9FKgEaccWnJjaBT0uM=,HC898658A,1,2025-05-01,26.44
oJaK8q4k1DrXaWTePvhZaC/4+FXZBmKgRAXPmFHWKqQ=,AL505961A,1,2025-05-01,1.73
WLDOknPOAguO0h/2rb3KUXOZEfyIjdnYRKTMDFz5aJE=,MP856969C,1,2025-05-01,52.13
tWsZt+Dgq9eGQf97tHQrHGkjQkcNBt1Fl2s48iFvzW8=,CS781239D,1,2025-05-01,2.48
q/RCLSnXa7NlVYFzWvQXNUNk2+rfMge07sVQXNBwjoQ=,EE678617C,1,2025-05-01,3.83
ewPpWkNBNzIANRm0hf5F0tIKLGZHHtJeAFo1M0mgmv8=,EG293840D,1,2025-05-01,17.53
q/RCLSnXa7NlVYFzWvQXNUNk2+rfMge07sVQXNBwjoQ=,EE678617C,1,2025-05-01,0.01
qDppYOLyfCqWvgbVJERdTsbBLevYxw+rI6TEep9j7xE=,JA339990B,4,2025-05-01,0.93
+F3zIA+jmYeZ1F6cD8X11oTx7U2Eg72xIKmsQkRNGSY=,MH026281D,3,2025-05-01,7.4
CfboWZEQvcit2KEpQUdqy7E80Ye2ePc9Atos2Nb8VWg=,JY287463A,3,2025-05-01,10.24
FiuHQ1pN4epZ5ICSiGS0cODRsq+RfhzUQci8DMrq9bo=,GN840174B,3,2025-05-01,1.9
4hiUHX2hhy+vbLkhOApmOah9HIwcQ9lcMrrOsWfYul4=,AJ046201D,3,2025-05-01,14.76
lr4OffI4AUqyIkb9UfcpdwVo/PlbKHWvofy096K5EZU=,MS913466A,3,2025-05-01,10.29
iij7QBJjy9Szw8MKeHqm0sSAFdgHS7yIuEGultu8dyU=,ME657666D,3,2025-05-01,1.28
xsULhNs1fmc0HTL080GW7gBTp53Ij0TV91SUzD45U+M=,MT302306C,5,2025-05-01,22.34
nJ0h7YIaTzyxBqyFLNKNSTE0CsL4fHZ1cVBujhdiiN8=,BK297860A,5,2025-05-01,5.79
dPrezqi60hShM0S/AMn6Wdkh6i9ver88qXltuzUId7s=,KC740971C,5,2025-05-01,4.03
sF0sNIPK5zIURMOJ8pP0OB9Sf0vSNWigUp75LTVu1Fk=,EN386626C,5,2025-05-01,27.1
LPrG8T8/qEqEBCyXxL7eR2BgnxPEUCrD+LpsUqX6b00=,CK534976B,5,2025-05-01,0.05
mgrHimGR6RNT4Fyv6XfoBB0UYfjxY3hsQME7zvwoHIQ=,ME603431B,5,2025-05-01,7.91
PUJeX0j9qYirQcelfKj427Fy8CWcJ2SBMtxfJyx1e/M=,EP003739B,1,2025-05-01,3.0
eQsoIn/Be+8oEARDY8TBnJtHUNTirryl3DjzuGcF1Lc=,BH331827D,1,2025-05-01,12.06
FH+5bZY6B738WmmrHlP49FD+GpuCcWm6tm3D/XCKkns=,AE714910A,5,2025-05-01,1.22
SPOHcpwFqoSqmd+RAQBKxKQgkN0tBlS3qrkJy7Cyago=,LX360769D,4,2025-05-01,67.49
q1e8O+GWs8cCoBw4KfkGW6oTT/cqoLG0K1dehXSX/YM=,MP363055B,4,2025-05-01,17.27
